ID,FECHA,A,M,D,H,COMUNA,LONGITUD,LATITUD,TIPO_CALLE,ACUSADO,VICTIMA,FATAL
LC-2019-0025411,2019-01-13,2019,1,13,16,7,-58.45825,-34.640955,SD,SD,sd,0
LC-2019-0025411,2019-01-13,2019,1,13,16,7,-58.45825,-34.640955,SD,SD,sd,0
LC-2019-0642028,2019-10-14,2019,10,14,1,3,-58.402484,-34.622438,SD,SD,sd,0
LC-2019-0025428,2019-01-13,2019,1,13,16,10,-58.478544,-34.636992,SD,SD,sd,0
LC-2019-0025428,2019-01-13,2019,1,13,16,10,-58.478544,-34.636992,SD,SD,sd,0
LC-2019-0025548,2019-01-13,2019,1,13,18,4,-58.394178,-34.651515,SD,SD,sd,0
LC-2019-0025548,2019-01-13,2019,1,13,18,4,-58.394178,-34.651515,SD,SD,sd,0
LC-2019-0378357,2019-06-18,2019,6,18,11,11,-58.515303,-34.59047,SD,SD,sd,0
LC-2019-0025730,2019-01-13,2019,1,13,21,9,-58.495821,-34.649627,SD,SD,sd,0
LC-2019-0025730,2019-01-13,2019,1,13,21,9,-58.495821,-34.649627,SD,SD,sd,0
LC-2019-0052617,2019-01-13,2019,1,13,2,15,-58.443538,-34.592799,SD,SD,sd,0
LC-2019-0052617,2019-01-13,2019,1,13,2,15,-58.443538,-34.592799,SD,SD,sd,0
LC-2019-0025021,2019-01-13,2019,1,13,2,,,,SD,SD,sd,0
LC-2019-0025831,2019-01-14,2019,1,14,1,1,-58.360825,-34.604906,SD,SD,sd,0
LC-2019-0025831,2019-01-14,2019,1,14,1,1,-58.360825,-34.604906,SD,SD,sd,0
LC-2019-0025841,2019-01-14,2019,1,14,2,9,-58.501639,-34.67398,SD,SD,sd,0
LC-2019-0025841,2019-01-14,2019,1,14,2,9,-58.501639,-34.67398,SD,SD,sd,0
LC-2019-0026116,2019-01-14,2019,1,14,9,4,-58.385364,-34.642873,SD,SD,sd,0
LC-2019-0026619,2019-01-14,2019,1,14,11,14,-58.440332,-34.58257,SD,SD,sd,0
LC-2019-0026635,2019-01-14,2019,1,14,11,15,-58.444303,-34.594763,SD,SD,sd,0
LC-2019-0026635,2019-01-14,2019,1,14,11,15,-58.444303,-34.594763,SD,SD,sd,0
LC-2019-0027065,2019-01-14,2019,1,14,13,1,-58.371301,-34.59875,SD,SD,sd,0
LC-2019-0027083,2019-01-14,2019,1,14,13,4,-58.426519,-34.646959,SD,SD,sd,0
LC-2019-0027156,2019-01-14,2019,1,14,11,6,-58.442401,-34.606546,SD,SD,sd,0
LC-2019-0027204,2019-01-14,2019,1,14,12,15,-58.45153,-34.601157,SD,SD,sd,0
LC-2019-0027208,2019-01-14,2019,1,14,12,3,-58.397332,-34.609623,SD,SD,sd,0
LC-2019-0027290,2019-01-14,2019,1,14,12,11,-58.506827,-34.602719,SD,SD,sd,0
LC-2019-0027336,2019-01-14,2019,1,14,14,5,-58.421579,-34.597826,SD,SD,sd,0
LC-2019-0027551,2019-01-14,2019,1,14,15,12,-58.485669,-34.544014,SD,SD,sd,0
LC-2019-0027620,2019-01-14,2019,1,14,15,1,-58.382001,-34.600286,SD,SD,sd,0
LC-2019-0027679,2019-01-14,2019,1,14,15,1,-58.37226,-34.586564,SD,SD,sd,0
LC-2019-0027748,2019-01-14,2019,1,14,15,4,-58.366072,-34.640511,SD,SD,sd,0
LC-2019-0027769,2019-01-14,2019,1,14,16,3,-58.39498,-34.615125,SD,SD,sd,0
LC-2019-0027969,2019-01-14,2019,1,14,16,10,-58.521201,-34.618822,SD,SD,sd,0
LC-2019-0028124,2019-01-14,2019,1,14,17,13,-58.461303,-34.564764,SD,SD,sd,0
LC-2019-0028203,2019-01-14,2019,1,14,18,7,-58.471783,-34.629833,SD,SD,sd,0
LC-2019-0028228,2019-01-14,2019,1,14,17,4,-58.369118,-34.63161,SD,SD,sd,0
LC-2019-0028228,2019-01-14,2019,1,14,17,4,-58.369118,-34.63161,SD,SD,sd,0
LC-2019-0028384,2019-01-14,2019,1,14,17,11,-58.503947,-34.610056,SD,SD,sd,0
LC-2019-0028499,2019-01-14,2019,1,14,20,4,-58.404669,-34.650456,SD,SD,sd,0
LC-2019-0028597,2019-01-14,2019,1,14,22,11,-58.465942,-34.610285,SD,SD,sd,0
LC-2019-0028635,2019-01-14,2019,1,14,23,1,-58.376713,-34.585711,SD,SD,sd,0
LC-2019-0028641,2019-01-14,2019,1,14,21,8,-58.455339,-34.684708,SD,SD,sd,0
LC-2019-0028794,2019-01-14,2019,1,14,22,8,-58.457774,-34.68645,SD,SD,sd,0
LC-2019-0030752,2019-01-14,2019,1,14,21,6,-58.450181,-34.628186,SD,SD,sd,0
LC-2019-0033421,2019-01-14,2019,1,14,19,14,-58.420122,-34.58137,SD,SD,sd,0
LC-2019-0028657,2019-01-15,2019,1,15,0,1,-58.384663,-34.613334,SD,SD,sd,0
LC-2019-0028657,2019-01-15,2019,1,15,0,1,-58.384663,-34.613334,SD,SD,sd,0
LC-2019-0028657,2019-01-15,2019,1,15,0,1,-58.384663,-34.613334,SD,SD,sd,0
LC-2019-0028702,2019-01-15,2019,1,15,1,1,-58.38145,-34.619753,SD,SD,sd,0
LC-2019-0028702,2019-01-15,2019,1,15,1,1,-58.38145,-34.619753,SD,SD,sd,0
LC-2019-0028731,2019-01-15,2019,1,15,3,9,-58.504211,-34.66344,SD,SD,sd,0
LC-2019-0304750,2019-05-15,2019,5,15,17,1,-58.380258,-34.6185,SD,SD,sd,0
LC-2019-0028731,2019-01-15,2019,1,15,3,9,-58.504211,-34.66344,SD,SD,sd,0
LC-2019-0304750,2019-05-15,2019,5,15,17,1,-58.380258,-34.6185,SD,SD,sd,0
LC-2019-0028796,2019-01-15,2019,1,15,5,11,-58.522341,-34.598144,SD,SD,sd,0
LC-2019-0029010,2019-01-15,2019,1,15,8,1,-58.370097,-34.602996,SD,SD,sd,0
LC-2019-0029065,2019-01-15,2019,1,15,8,8,-58.452573,-34.668054,SD,SD,sd,0
LC-2019-0029065,2019-01-15,2019,1,15,8,8,-58.452573,-34.668054,SD,SD,sd,0
LC-2019-0193078,2019-03-28,2019,3,28,12,4,-58.405808,-34.643567,SD,SD,sd,0
LC-2019-0029336,2019-01-15,2019,1,15,8,12,-58.498783,-34.584182,SD,SD,sd,0
LC-2019-0029346,2019-01-15,2019,1,15,9,15,-58.476676,-34.579569,SD,SD,sd,0
LC-2019-0029347,2019-01-15,2019,1,15,9,3,-58.400349,-34.624187,SD,SD,sd,0
LC-2019-0029367,2019-01-15,2019,1,15,10,4,-58.370666,-34.629491,SD,SD,sd,0
LC-2019-0029566,2019-01-15,2019,1,15,11,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0030128,2019-01-15,2019,1,15,15,3,-58.410328,-34.611178,SD,SD,sd,0
LC-2019-0030272,2019-01-15,2019,1,15,16,1,-58.378123,-34.602378,SD,SD,sd,0
LC-2019-0030300,2019-01-15,2019,1,15,10,4,-58.41621,-34.647357,SD,SD,sd,0
LC-2019-0030352,2019-01-15,2019,1,15,17,2,-58.392938,-34.599636,SD,SD,sd,0
LC-2019-0221536,2019-04-09,2019,4,9,16,4,-58.390086,-34.636232,SD,SD,sd,0
LC-2019-0030566,2019-01-15,2019,1,15,19,5,-58.416563,-34.631461,SD,SD,sd,0
LC-2019-0030574,2019-01-15,2019,1,15,18,7,-58.437788,-34.642826,SD,SD,sd,0
LC-2019-0030658,2019-01-15,2019,1,15,20,13,-58.443776,-34.562969,SD,SD,sd,0
LC-2019-0030786,2019-01-15,2019,1,15,23,2,-58.39166,-34.599072,SD,SD,sd,0
LC-2019-0030792,2019-01-15,2019,1,15,23,14,-58.434082,-34.571989,SD,SD,sd,0
LC-2019-0030793,2019-01-15,2019,1,15,23,1,-58.391375,-34.62281,SD,SD,sd,0
LC-2019-0030858,2019-01-15,2019,1,15,23,2,-58.397192,-34.599729,SD,SD,sd,0
LC-2019-0028731,2019-01-15,2019,1,15,3,9,-58.504211,-34.66344,SD,SD,sd,0
LC-2019-0035369,2019-01-15,2019,1,15,18,11,-58.465194,-34.609641,SD,SD,sd,0
LC-2019-0031071,2019-01-16,2019,1,16,8,1,-58.379599,-34.627772,SD,SD,sd,0
LC-2019-0031424,2019-01-16,2019,1,16,9,11,-58.529335,-34.610982,SD,SD,sd,0
LC-2019-0031634,2019-01-16,2019,1,16,12,5,-58.419501,-34.629281,SD,SD,sd,0
LC-2019-0031641,2019-01-16,2019,1,16,12,4,-58.374307,-34.646984,SD,SD,sd,0
LC-2019-0032487,2019-01-16,2019,1,16,14,12,-58.489504,-34.584205,SD,SD,sd,0
LC-2019-0032487,2019-01-16,2019,1,16,14,12,-58.489504,-34.584205,SD,SD,sd,0
LC-2019-0032605,2019-01-16,2019,1,16,14,1,-58.369883,-34.617165,SD,SD,sd,0
LC-2019-0032607,2019-01-16,2019,1,16,16,9,-58.512058,-34.656765,SD,SD,sd,0
LC-2019-0032657,2019-01-16,2019,1,16,16,13,-58.435936,-34.552547,SD,SD,sd,0
LC-2019-0032657,2019-01-16,2019,1,16,16,13,-58.435936,-34.552547,SD,SD,sd,0
LC-2019-0032834,2019-01-16,2019,1,16,15,10,-58.503489,-34.624031,SD,SD,sd,0
LC-2019-0032903,2019-01-16,2019,1,16,17,1,-58.378702,-34.61973,SD,SD,sd,0
LC-2019-0033174,2019-01-16,2019,1,16,19,3,-58.402807,-34.621132,SD,SD,sd,0
LC-2019-0033180,2019-01-16,2019,1,16,19,1,-58.389766,-34.613607,SD,SD,sd,0
LC-2019-0033263,2019-01-16,2019,1,16,17,12,-58.493649,-34.5716,SD,SD,sd,0
LC-2019-0033333,2019-01-16,2019,1,16,18,15,-58.475889,-34.597124,SD,SD,sd,0
LC-2019-0033368,2019-01-16,2019,1,16,20,14,-58.439513,-34.564615,SD,SD,sd,0
LC-2019-0033399,2019-01-16,2019,1,16,20,10,-58.496554,-34.637033,SD,SD,sd,0
LC-2019-0033412,2019-01-16,2019,1,16,21,14,-58.424079,-34.570823,SD,SD,sd,0
LC-2019-0033440,2019-01-16,2019,1,16,15,3,-58.408867,-34.610609,SD,SD,sd,0
LC-2019-0033459,2019-01-16,2019,1,16,20,12,-58.478237,-34.557224,SD,SD,sd,0
LC-2019-0033489,2019-01-16,2019,1,16,17,15,-58.450769,-34.58869,SD,SD,sd,0
LC-2019-0033593,2019-01-16,2019,1,16,23,15,-58.460701,-34.577906,SD,SD,sd,0
LC-2019-0037717,2019-01-16,2019,1,16,8,15,-58.454821,-34.581695,SD,SD,sd,0
LC-2019-0043540,2019-01-16,2019,1,16,19,7,-58.461139,-34.628392,SD,SD,sd,0
LC-2019-0033646,2019-01-17,2019,1,17,4,13,-58.459666,-34.566651,SD,SD,sd,0
LC-2019-0033821,2019-01-17,2019,1,17,8,11,-58.511814,-34.596876,SD,SD,sd,0
LC-2019-0033845,2019-01-17,2019,1,17,9,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0034229,2019-01-17,2019,1,17,10,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0034229,2019-01-17,2019,1,17,10,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0034229,2019-01-17,2019,1,17,10,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0034229,2019-01-17,2019,1,17,10,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0034601,2019-01-17,2019,1,17,12,10,-58.502275,-34.629793,SD,SD,sd,0
LC-2019-0034601,2019-01-17,2019,1,17,12,10,-58.502275,-34.629793,SD,SD,sd,0
LC-2019-0034710,2019-01-17,2019,1,17,13,3,-58.406578,-34.61781,SD,SD,sd,0
LC-2019-0034889,2019-01-17,2019,1,17,13,7,-58.424926,-34.634882,SD,SD,sd,0
LC-2019-0034914,2019-01-17,2019,1,17,12,10,-58.505354,-34.62902,SD,SD,sd,0
LC-2019-0034915,2019-01-17,2019,1,17,14,1,-58.387521,-34.613534,SD,SD,sd,0
LC-2019-0034987,2019-01-17,2019,1,17,14,11,-58.511814,-34.596876,SD,SD,sd,0
LC-2019-0035011,2019-01-17,2019,1,17,13,14,-58.403676,-34.581292,SD,SD,sd,0
LC-2019-0035269,2019-01-17,2019,1,17,16,3,-58.406125,-34.607742,SD,SD,sd,0
LC-2019-0035598,2019-01-17,2019,1,17,16,6,-58.437746,-34.614622,SD,SD,sd,0
LC-2019-0035702,2019-01-17,2019,1,17,18,12,-58.483335,-34.54709,SD,SD,sd,0
LC-2019-0035843,2019-01-17,2019,1,17,19,2,-58.398772,-34.597099,SD,SD,sd,0
LC-2019-0035861,2019-01-17,2019,1,17,19,9,-58.52857,-34.647691,SD,SD,sd,0
LC-2019-0035884,2019-01-17,2019,1,17,16,12,-58.483405,-34.557227,SD,SD,sd,0
LC-2019-0035947,2019-01-17,2019,1,17,13,1,-58.377939,-34.628608,SD,SD,sd,0
LC-2019-0036035,2019-01-17,2019,1,17,17,13,-58.459098,-34.559228,SD,SD,sd,0
LC-2019-0036051,2019-01-17,2019,1,17,20,3,-58.3991,-34.624645,SD,SD,sd,0
LC-2019-0036157,2019-01-17,2019,1,17,22,15,-58.434366,-34.591448,SD,SD,sd,0
LC-2019-0036172,2019-01-17,2019,1,17,22,10,-58.476071,-34.638932,SD,SD,sd,0
LC-2019-0036233,2019-01-17,2019,1,17,22,15,-58.439767,-34.598974,SD,SD,sd,0
LC-2019-0036257,2019-01-17,2019,1,17,21,1,-58.390424,-34.610176,SD,SD,sd,0
LC-2019-0045960,2019-01-17,2019,1,17,14,1,-58.384663,-34.613334,SD,SD,sd,0
LC-2019-0033624,2019-01-17,2019,1,17,2,,,,SD,SD,sd,0
LC-2019-0036239,2019-01-18,2019,1,18,0,15,-58.448928,-34.605362,SD,SD,sd,0
LC-2019-0036324,2019-01-18,2019,1,18,3,4,-58.416005,-34.639607,SD,SD,sd,0
LC-2019-0036508,2019-01-18,2019,1,18,8,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0036547,2019-01-18,2019,1,18,7,4,-58.419423,-34.649836,SD,SD,sd,0
LC-2019-0036547,2019-01-18,2019,1,18,7,4,-58.419423,-34.649836,SD,SD,sd,0
LC-2019-0036762,2019-01-18,2019,1,18,10,1,-58.370897,-34.600303,SD,SD,sd,0
LC-2019-0037490,2019-01-18,2019,1,18,10,9,-58.498136,-34.655178,SD,SD,sd,0
LC-2019-0037547,2019-01-18,2019,1,18,11,7,-58.46324,-34.617329,SD,SD,sd,0
LC-2019-0037563,2019-01-18,2019,1,18,11,11,-58.506637,-34.602738,SD,SD,sd,0
LC-2019-0037776,2019-01-18,2019,1,18,13,14,-58.423392,-34.597618,SD,SD,sd,0
LC-2019-0037791,2019-01-18,2019,1,18,13,3,-58.407201,-34.599598,SD,SD,sd,0
LC-2019-0037893,2019-01-18,2019,1,18,14,9,-58.485035,-34.661868,SD,SD,sd,0
LC-2019-0037893,2019-01-18,2019,1,18,14,9,-58.485035,-34.661868,SD,SD,sd,0
LC-2019-0037893,2019-01-18,2019,1,18,14,9,-58.485035,-34.661868,SD,SD,sd,0
LC-2019-0037898,2019-01-18,2019,1,18,13,13,-58.458119,-34.546059,SD,SD,sd,0
LC-2019-0037918,2019-01-18,2019,1,18,13,1,-58.381187,-34.616467,SD,SD,sd,0
LC-2019-0037939,2019-01-18,2019,1,18,12,15,-58.457424,-34.603767,SD,SD,sd,0
LC-2019-0037956,2019-01-18,2019,1,18,14,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0037956,2019-01-18,2019,1,18,14,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0037998,2019-01-18,2019,1,18,14,5,-58.415474,-34.602651,SD,SD,sd,0
LC-2019-0038196,2019-01-18,2019,1,18,16,10,-58.50729,-34.627593,SD,SD,sd,0
LC-2019-0038545,2019-01-18,2019,1,18,17,3,-58.405977,-34.608277,SD,SD,sd,0
LC-2019-0038664,2019-01-18,2019,1,18,14,4,-58.372598,-34.630432,SD,SD,sd,0
LC-2019-0038880,2019-01-18,2019,1,18,16,9,-58.472846,-34.654988,SD,SD,sd,0
LC-2019-0038880,2019-01-18,2019,1,18,16,9,-58.472846,-34.654988,SD,SD,sd,0
LC-2019-0038915,2019-01-18,2019,1,18,18,11,-58.485131,-34.598993,SD,SD,sd,0
LC-2019-0039050,2019-01-18,2019,1,18,18,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0039169,2019-01-18,2019,1,18,19,3,-58.412032,-34.604172,SD,SD,sd,0
LC-2019-0039296,2019-01-18,2019,1,18,5,3,-58.392293,-34.604434,SD,SD,sd,0
LC-2019-0039419,2019-01-18,2019,1,18,23,1,-58.380957,-34.603169,SD,SD,sd,0
LC-2019-0039494,2019-01-18,2019,1,18,20,1,-58.380853,-34.582191,SD,SD,sd,0
LC-2019-0040008,2019-01-18,2019,1,18,18,12,-58.472271,-34.559766,SD,SD,sd,0
LC-2019-0040436,2019-01-18,2019,1,18,13,6,-58.430477,-34.608724,SD,SD,sd,0
LC-2019-0052190,2019-01-18,2019,1,18,17,15,-58.48169,-34.586841,SD,SD,sd,0
LC-2019-0054502,2019-01-18,2019,1,18,19,1,-58.381002,-34.622148,SD,SD,sd,0
LC-2019-0081956,2019-01-18,2019,1,18,15,15,-58.44348,-34.585401,SD,SD,sd,0
LC-2019-0039446,2019-01-19,2019,1,19,1,5,-58.417022,-34.615695,SD,SD,sd,0
LC-2019-0039502,2019-01-19,2019,1,19,3,1,-58.387201,-34.59503,SD,SD,sd,0
LC-2019-0039502,2019-01-19,2019,1,19,3,1,-58.387201,-34.59503,SD,SD,sd,0
LC-2019-0039502,2019-01-19,2019,1,19,3,1,-58.387201,-34.59503,SD,SD,sd,0
LC-2019-0039583,2019-01-19,2019,1,19,4,7,-58.468485,-34.633285,SD,SD,sd,0
LC-2019-0039611,2019-01-19,2019,1,19,5,3,-58.391704,-34.618157,SD,SD,sd,0
LC-2019-0039636,2019-01-19,2019,1,19,8,9,-58.499132,-34.671523,SD,SD,sd,0
LC-2019-0039636,2019-01-19,2019,1,19,8,9,-58.499132,-34.671523,SD,SD,sd,0
LC-2019-0039736,2019-01-19,2019,1,19,10,9,-58.510609,-34.649723,SD,SD,sd,0
LC-2019-0039781,2019-01-19,2019,1,19,10,6,-58.444885,-34.620798,SD,SD,sd,0
LC-2019-0040002,2019-01-19,2019,1,19,10,11,-58.464545,-34.606892,SD,SD,sd,0
LC-2019-0040015,2019-01-19,2019,1,19,12,10,-58.480951,-34.632564,SD,SD,sd,0
LC-2019-0040126,2019-01-19,2019,1,19,12,1,-58.383075,-34.615378,SD,SD,sd,0
LC-2019-0040126,2019-01-19,2019,1,19,12,1,-58.383075,-34.615378,SD,SD,sd,0
LC-2019-0040126,2019-01-19,2019,1,19,12,1,-58.383075,-34.615378,SD,SD,sd,0
LC-2019-0040179,2019-01-19,2019,1,19,13,7,-58.463972,-34.63987,SD,SD,sd,0
LC-2019-0040179,2019-01-19,2019,1,19,13,7,-58.463972,-34.63987,SD,SD,sd,0
LC-2019-0040286,2019-01-19,2019,1,19,15,14,-58.421746,-34.571823,SD,SD,sd,0
LC-2019-0040286,2019-01-19,2019,1,19,15,14,-58.421746,-34.571823,SD,SD,sd,0
LC-2019-0028782,2019-01-15,2019,1,15,2,9,-58.504211,-34.66344,SD,SD,sd,0
LC-2019-0040616,2019-01-19,2019,1,19,20,12,-58.476584,-34.57648,SD,SD,sd,0
LC-2019-0041689,2019-01-19,2019,1,19,19,9,-58.511401,-34.658463,SD,SD,sd,0
LC-2019-0042297,2019-01-19,2019,1,19,11,14,-58.424383,-34.579292,SD,SD,sd,0
LC-2019-0044720,2019-01-19,2019,1,19,18,9,-58.506496,-34.655044,SD,SD,sd,0
LC-2019-0044799,2019-01-19,2019,1,19,19,6,-58.44196,-34.619284,SD,SD,sd,0
LC-2019-0073192,2019-01-19,2019,1,19,16,4,-58.376167,-34.63219,SD,SD,sd,0
LC-2019-0039585,2019-01-19,2019,1,19,6,,,,SD,SD,sd,0
LC-2019-0040743,2019-01-20,2019,1,20,1,5,-58.415098,-34.620858,SD,SD,sd,0
LC-2019-0040917,2019-01-20,2019,1,20,7,11,-58.513777,-34.596917,SD,SD,sd,0
LC-2019-0040935,2019-01-20,2019,1,20,6,13,-58.434657,-34.553595,SD,SD,sd,0
LC-2019-0040966,2019-01-20,2019,1,20,9,5,-58.41607,-34.608535,SD,SD,sd,0
LC-2019-0040980,2019-01-20,2019,1,20,8,12,-58.502186,-34.586285,SD,SD,sd,0
LC-2019-0041064,2019-01-20,2019,1,20,11,1,-58.374002,-34.60096,SD,SD,sd,0
LC-2019-0041141,2019-01-20,2019,1,20,12,12,-58.495679,-34.555301,SD,SD,sd,0
LC-2019-0041311,2019-01-20,2019,1,20,14,10,-58.491094,-34.627009,SD,SD,sd,0
LC-2019-0041398,2019-01-20,2019,1,20,17,1,-58.366496,-34.625193,SD,SD,sd,0
LC-2019-0041398,2019-01-20,2019,1,20,17,1,-58.366496,-34.625193,SD,SD,sd,0
LC-2019-0041551,2019-01-20,2019,1,20,20,7,-58.472231,-34.628857,SD,SD,sd,0
LC-2019-0041551,2019-01-20,2019,1,20,20,7,-58.472231,-34.628857,SD,SD,sd,0
LC-2019-0041573,2019-01-20,2019,1,20,19,11,-58.529335,-34.610982,SD,SD,sd,0
LC-2019-0041573,2019-01-20,2019,1,20,19,11,-58.529335,-34.610982,SD,SD,sd,0
LC-2019-0041597,2019-01-20,2019,1,20,20,10,-58.494851,-34.629534,SD,SD,sd,0
LC-2019-0041691,2019-01-20,2019,1,20,23,14,-58.435705,-34.586071,SD,SD,sd,0
LC-2019-0041708,2019-01-20,2019,1,20,23,15,-58.435524,-34.597797,SD,SD,sd,0
LC-2019-0041708,2019-01-20,2019,1,20,23,15,-58.435524,-34.597797,SD,SD,sd,0
LC-2019-0041708,2019-01-20,2019,1,20,23,15,-58.435524,-34.597797,SD,SD,sd,0
LC-2019-0041721,2019-01-20,2019,1,20,23,1,-58.373127,-34.596177,SD,SD,sd,0
LC-2019-0041867,2019-01-20,2019,1,20,22,15,-58.439556,-34.599293,SD,SD,sd,0
LC-2019-0044699,2019-01-20,2019,1,20,16,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0042071,2019-01-21,2019,1,21,8,7,-58.467492,-34.635516,SD,SD,sd,0
LC-2019-0042330,2019-01-21,2019,1,21,9,12,-58.484453,-34.564066,SD,SD,sd,0
LC-2019-0042727,2019-01-21,2019,1,21,9,13,-58.449179,-34.542712,SD,SD,sd,0
LC-2019-0042790,2019-01-21,2019,1,21,10,11,-58.475111,-34.60599,SD,SD,sd,0
LC-2019-0042849,2019-01-21,2019,1,21,11,14,-58.411101,-34.581978,SD,SD,sd,0
LC-2019-0043166,2019-01-21,2019,1,21,10,9,-58.493953,-34.654913,SD,SD,sd,0
LC-2019-0043366,2019-01-21,2019,1,21,10,1,-58.382756,-34.599182,SD,SD,sd,0
LC-2019-0043556,2019-01-21,2019,1,21,11,9,-58.491079,-34.65588,SD,SD,sd,0
LC-2019-0043780,2019-01-21,2019,1,21,12,14,-58.435705,-34.586071,SD,SD,sd,0
LC-2019-0043843,2019-01-21,2019,1,21,14,11,-58.470116,-34.608331,SD,SD,sd,0
LC-2019-0044108,2019-01-21,2019,1,21,16,4,-58.395621,-34.632747,SD,SD,sd,0
LC-2019-0044259,2019-01-21,2019,1,21,16,8,-58.477186,-34.684952,SD,SD,sd,0
LC-2019-0044259,2019-01-21,2019,1,21,16,8,-58.477186,-34.684952,SD,SD,sd,0
LC-2019-0086279,2019-02-10,2019,2,10,2,15,-58.431103,-34.593731,SD,SD,sd,0
LC-2019-0044828,2019-01-21,2019,1,21,19,1,-58.389894,-34.622633,SD,SD,sd,0
LC-2019-0049022,2019-01-21,2019,1,21,13,10,-58.507355,-34.614842,SD,SD,sd,0
LC-2019-0045068,2019-01-22,2019,1,22,22,1,-58.368432,-34.621868,SD,SD,sd,0
LC-2019-0045084,2019-01-22,2019,1,22,0,6,-58.437815,-34.614074,SD,SD,sd,0
LC-2019-0045246,2019-01-22,2019,1,22,7,15,-58.447601,-34.591702,SD,SD,sd,0
LC-2019-0045335,2019-01-22,2019,1,22,8,3,-58.404808,-34.601838,SD,SD,sd,0
LC-2019-0045664,2019-01-22,2019,1,22,8,5,-58.417682,-34.638645,SD,SD,sd,0
LC-2019-0045807,2019-01-22,2019,1,22,10,4,-58.396568,-34.635422,SD,SD,sd,0
LC-2019-0045808,2019-01-22,2019,1,22,10,2,-58.402354,-34.594442,SD,SD,sd,0
LC-2019-0045822,2019-01-22,2019,1,22,11,6,-58.456163,-34.615759,SD,SD,sd,0
LC-2019-0045905,2019-01-22,2019,1,22,11,1,-58.380012,-34.622135,SD,SD,sd,0
LC-2019-0046032,2019-01-22,2019,1,22,10,1,-58.37414,-34.598874,SD,SD,sd,0
LC-2019-0248177,2019-04-21,2019,4,21,17,1,-58.368068,-34.624069,SD,SD,sd,0
LC-2019-0046649,2019-01-22,2019,1,22,12,1,-58.377311,-34.618551,SD,SD,sd,0
LC-2019-0046649,2019-01-22,2019,1,22,12,1,-58.377311,-34.618551,SD,SD,sd,0
LC-2019-0047039,2019-01-22,2019,1,22,16,8,-58.4823,-34.668594,SD,SD,sd,0
LC-2019-0047039,2019-01-22,2019,1,22,16,8,-58.4823,-34.668594,SD,SD,sd,0
LC-2019-0047141,2019-01-22,2019,1,22,18,9,-58.469898,-34.650262,SD,SD,sd,0
LC-2019-0047216,2019-01-22,2019,1,22,18,14,-58.405366,-34.583452,SD,SD,sd,0
LC-2019-0047273,2019-01-22,2019,1,22,19,15,-58.46954,-34.581592,SD,SD,sd,0
LC-2019-0047289,2019-01-22,2019,1,22,18,15,-58.434366,-34.591448,SD,SD,sd,0
LC-2019-0047344,2019-01-22,2019,1,22,19,4,-58.37872,-34.649334,SD,SD,sd,0
LC-2019-0047388,2019-01-22,2019,1,22,19,15,-58.477825,-34.591189,SD,SD,sd,0
LC-2019-0047388,2019-01-22,2019,1,22,19,15,-58.477825,-34.591189,SD,SD,sd,0
LC-2019-0047428,2019-01-22,2019,1,22,20,5,-58.414695,-34.625265,SD,SD,sd,0
LC-2019-0047479,2019-01-22,2019,1,22,20,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0047621,2019-01-22,2019,1,22,20,1,-58.373192,-34.614853,SD,SD,sd,0
LC-2019-0047621,2019-01-22,2019,1,22,20,1,-58.373192,-34.614853,SD,SD,sd,0
LC-2019-0049471,2019-01-22,2019,1,22,20,7,-58.462938,-34.635335,SD,SD,sd,0
LC-2019-0055233,2019-01-22,2019,1,22,8,1,-58.365099,-34.598239,SD,SD,sd,0
LC-2019-0056799,2019-01-22,2019,1,22,11,3,-58.393239,-34.613929,SD,SD,sd,0
LC-2019-0058743,2019-01-22,2019,1,22,14,11,-58.48153,-34.611331,SD,SD,sd,0
LC-2019-0061265,2019-01-22,2019,1,22,14,7,-58.429925,-34.641279,SD,SD,sd,0
LC-2019-0061464,2019-01-22,2019,1,22,17,12,-58.49175,-34.58227,SD,SD,sd,0
LC-2019-0047733,2019-01-23,2019,1,23,1,No Especificada,SD,SD,SD,SD,sd,0
LC-2019-0047752,2019-01-23,2019,1,23,0,8,-58.476557,-34.673099,SD,SD,sd,0
LC-2019-0048117,2019-01-23,2019,1,23,10,15,-58.450769,-34.58869,SD,SD,sd,0
LC-2019-0048277,2019-01-23,2019,1,23,9,1,-58.390666,-34.608562,SD,SD,sd,0
LC-2019-0048442,2019-01-23,2019,1,23,11,2,-58.411924,-34.598002,SD,SD,sd,0
LC-2019-0048531,2019-01-23,2019,1,23,12,13,-58.456132,-34.565975,SD,SD,sd,0
LC-2019-0048651,2019-01-23,2019,1,23,12,1,-58.390203,-34.620135,SD,SD,sd,0
