ID,FECHA,A,M,D,H,COMUNA,LONGITUD,LATITUD,TIPO_CALLE,ACUSADO,VICTIMA,FATAL
LC-2021-0084867,2021-02-25,2021,2,25,9,10,-58.490220727319,-34.627701928561,AVENIDA,AUTO,CICLISTA,0
LC-2021-0094409,2021-03-02,2021,3,2,15,10,-58.495974508288,-34.616919909857,CALLE,OTRO,MOTO,0
LC-2021-0103272,2021-03-07,2021,3,7,23,10,-58.511649717275,-34.624277954758,AVENIDA,AUTO,CICLISTA,0
LC-2021-0109919,2021-03-10,2021,3,10,23,10,-58.505960975320,-34.626355734150,CALLE,MOTO,MOTO,0
LC-2021-0120492,2021-03-16,2021,3,16,16,10,-58.496038749190,-34.633143886471,CALLE,SD,CICLISTA,0
LC-2021-0122861,2021-03-17,2021,3,17,18,10,-58.510561299660,-34.625114517572,AVENIDA,TRANSPORTE PUBLICO,CICLISTA,0
LC-2021-0130190,2021-03-22,2021,3,22,11,10,-58.477481506569,-34.628841059455,CALLE,TRANSPORTE PUBLICO,MOTO,0
LC-2021-0144074,2021-03-30,2021,3,30,13,SD,SD,SD,SD,AUTO,CICLISTA,0
LC-2021-0147260,2021-03-31,2021,3,31,21,10,-58.507356974273,-34.614842563992,CALLE,AUTO,MOTO,0
LC-2021-0154941,2021-04-06,2021,4,6,11,SD,SD,SD,SD,AUTO,MOTO,0
LC-2021-0171519,2021-04-13,2021,4,13,16,10,-58.491843610476,-34.624839203657,CALLE,CAMIONETA,MOTO,0
LC-2021-0174424,2021-04-15,2021,4,15,12,10,-58.500360058048,-34.619659669277,AVENIDA,AUTO,PEATON,0
LC-2021-0184073,2021-04-21,2021,4,21,13,10,-58.503490576112,-34.624031687685,CALLE,SD,TAXI,0
LC-2021-0202784,2021-05-03,2021,5,3,14,10,-58.479084306375,-34.625360043253,CALLE,SD,SD,0
LC-2021-0231446,2021-05-21,2021,5,21,15,10,-58.492753725627,-34.633602038682,CALLE,SD,SD,0
LC-2021-0231461,2021-05-21,2021,5,21,15,10,-58.511498405597,-34.622336302010,CALLE,SD,SD,0
LC-2021-0233690,2021-05-24,2021,5,24,0,SD,SD,SD,SD,OBJETO FIJO,MOTO,0
LC-2021-0233848,2021-05-24,2021,5,24,9,10,-58.503116296307,-34.617590713409,AVENIDA,SD,SD,0
LC-2021-0234082,2021-05-24,2021,5,24,14,10,-58.503690731549,-34.618740092214,CALLE,SD,SD,0
LC-2021-0239635,2021-05-28,2021,5,28,13,10,-58.481623565619,-34.628797350289,AVENIDA,SD,SD,0
LC-2021-0265366,2021-06-14,2021,6,14,18,10,-58.485732302649,-34.627599963163,CALLE,SD,SD,0
LC-2021-0267195,2021-06-15,2021,6,15,19,10,-58.504041734565,-34.627833730472,CALLE,AUTO,CICLISTA,0
LC-2021-0309741,2021-07-01,2021,7,1,13,10,-58.509815423743,-34.616349769389,CALLE,AUTO,CICLISTA,0
LC-2021-0329953,2021-07-13,2021,7,13,16,10,-58.496441787647,-34.629753821677,CALLE,AUTO,AUTO,0
LC-2021-0335460,2021-07-16,2021,7,16,13,10,-58.480488820610,-34.628890575995,AVENIDA,SD,SD,0
LC-2021-0335780,2021-07-16,2021,7,16,16,10,-58.501040657504,-34.632206854638,AVENIDA,AUTO,MOTO,0
LC-2021-0374836,2021-07-28,2021,7,28,18,10,-58.489134211201,-34.622592880082,CALLE,SD,CICLISTA,0
LC-2021-0385114,2021-08-04,2021,8,4,0,SD,SD,SD,SD,OBJETO FIJO,AUTO,0
LC-2021-0385738,2021-08-04,2021,8,4,12,10,-58.506967706438,-34.625584524223,CALLE,SD,CICLISTA,0
LC-2021-0386090,2021-08-04,2021,8,4,15,10,-58.505355414857,-34.629020480494,CALLE,AUTO,PEATON,0
LC-2021-0387463,2021-08-05,2021,8,5,11,10,-58.508311071483,-34.626830106108,AVENIDA,AUTO,MOTO,0
LC-2021-0394300,2021-08-09,2021,8,9,18,10,-58.503836749723,-34.630379292362,AVENIDA,SD,MOTO,0
LC-2021-0395372,2021-08-10,2021,8,10,12,10,-58.493440410342,-34.619177062190,CALLE,SD,SD,0
LC-2021-0405290,2021-08-16,2021,8,16,17,10,-58.509173889426,-34.626431184803,AVENIDA,AUTO,MOTO,0
LC-2021-0412636,2021-08-20,2021,8,20,13,10,-58.491740243357,-34.626494457731,AVENIDA,SD,SD,0
LC-2021-0413018,2021-08-20,2021,8,20,14,10,-58.494852422579,-34.629534457407,AVENIDA,SD,SD,0
LC-2021-0415145,2021-08-22,2021,8,22,2,10,-58.483715204000,-34.625231380311,AVENIDA,AUTO,PEATON,0
LC-2021-0419103,2021-08-24,2021,8,24,13,10,-58.504760575850,-34.62522803684,CALLE,SD,SD,0
LC-2021-0423884,2021-08-26,2021,8,26,18,10,-58.484730737071,-34.632071795369,CALLE,AUTO,MOTO,0
LC-2021-0431303,2021-08-31,2021,8,31,11,10,-58.474737667639,-34.629312464467,CALLE,SD,SD,0
LC-2021-0442564,2021-09-06,2021,9,6,19,10,-58.506838216402,-34.621506776868,CALLE,AUTO,PEATON,0
LC-2021-0448766,2021-09-10,2021,9,10,5,10,-58.504441049587,-34.617679463482,CALLE,SD,SD,0
LC-2021-0451886,2021-09-11,2021,9,11,22,10,-58.502427319558,-34.618021045739,AVENIDA,AUTO,MOTO,0
LC-2021-0451886,2021-09-11,2021,9,11,22,10,-58.502427319558,-34.618021045739,AVENIDA,AUTO,MOTO,0
LC-2021-0455610,2021-09-14,2021,9,14,8,10,-58.497489839108,-34.621038927699,CALLE,SD,SD,0
LC-2021-0455610,2021-09-14,2021,9,14,8,10,-58.497489839108,-34.621038927699,CALLE,SD,SD,0
LC-2021-0458524,2021-09-15,2021,9,15,14,10,-58.504318179191,-34.616046033441,AVENIDA,SD,SD,0
LC-2021-0460564,2021-09-16,2021,9,16,13,10,-58.497774389136,-34.613961974655,CALLE,AUTO,CICLISTA,0
LC-2021-0474964,2021-09-24,2021,9,24,12,10,-58.507356974273,-34.614842563992,CALLE,SD,SD,0
LC-2021-0475774,2021-09-24,2021,9,24,16,10,-58.485229765606,-34.631924807424,AVENIDA,SD,SD,0
LC-2021-0475774,2021-09-24,2021,9,24,16,10,-58.485229765606,-34.631924807424,AVENIDA,SD,SD,0
LC-2021-0479651,2021-09-27,2021,9,27,13,10,-58.513675044299,-34.622967403589,AVENIDA,SD,SD,0
LC-2021-0487142,2021-09-30,2021,9,30,15,10,-58.512207968976,-34.623850966757,AVENIDA,SD,SD,0
LC-2021-0491001,2021-10-02,2021,10,2,22,10,-58.488911827310,-34.627163753794,AVENIDA,SD,SD,0
LC-2021-0491744,2021-10-03,2021,10,3,18,10,-58.514642288611,-34.619909074874,CALLE,SD,SD,0
LC-2021-0498423,2021-10-07,2021,10,7,8,10,-58.482310549777,-34.629157377308,CALLE,SD,SD,0
LC-2021-0500654,2021-10-08,2021,10,8,13,10,-58.477447272636,-34.625280881987,CALLE,SD,SD,0
LC-2021-0500790,2021-10-08,2021,10,8,14,10,-58.505967192771,-34.619861501439,AVENIDA,AUTO,CICLISTA,0
LC-2021-0501080,2021-10-08,2021,10,8,20,10,-58.498199636462,-34.621369834208,CALLE,SD,SD,0
LC-2021-0504940,2021-10-12,2021,10,12,8,10,-58.494852422579,-34.629534457407,AVENIDA,SD,SD,0
LC-2021-0510868,2021-10-15,2021,10,15,6,10,-58.488476073634,-34.626054184274,AVENIDA,SD,SD,0
LC-2021-0510868,2021-10-15,2021,10,15,6,10,-58.488476073634,-34.626054184274,AVENIDA,SD,SD,0
LC-2021-0511155,2021-10-15,2021,10,15,0,SD,SD,SD,SD,CAMIONETA,CICLISTA,0
LC-2021-0514874,2021-10-17,2021,10,17,18,10,-58.495698208322,-34.630107805598,AVENIDA,SD,MOTO,0
LC-2021-0514874,2021-10-17,2021,10,17,18,10,-58.495698208322,-34.630107805598,AVENIDA,SD,MOTO,0
LC-2021-0523503,2021-10-21,2021,10,21,22,10,-58.500762792738,-34.62132386217,CALLE,SD,SD,0
LC-2021-0527236,2021-10-22,2021,10,22,18,10,-58.479717311707,-34.628253028844,CALLE,SD,MOTO,0
LC-2021-0527771,2021-10-23,2021,10,23,6,10,-58.489754766680,-34.626501594716,CALLE,SD,SD,0
LC-2021-0553829,2021-11-06,2021,11,6,11,10,-58.491094661859,-34.627010175647,AVENIDA,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,0
LC-2021-0566699,2021-11-12,2021,11,12,17,10,-58.505355414857,-34.629020480494,AVENIDA,SD,SD,0
LC-2021-0576084,2021-11-18,2021,11,18,0,SD,SD,SD,SD,AUTO,MOTO,0
LC-2021-0576977,2021-11-18,2021,11,18,15,10,-58.489285029361,-34.628446646630,CALLE,AUTO,MOTO,0
LC-2021-0583348,2021-11-23,2021,11,23,7,11,-58.485111851629,-34.622731554578,CALLE,SD,SD,0
LC-2021-0591751,2021-11-27,2021,11,27,12,10,-58.480891986949,-34.628802868026,CALLE,TAXI,PEATON,0
LC-2021-0598361,2021-12-01,2021,12,1,11,10,-58.509022143244,-34.621966828387,CALLE,SD,SD,0
LC-2021-0604394,2021-12-04,2021,12,4,13,10,-58.484721423588,-34.624674463238,AVENIDA,TAXI,MOTO,0
LC-2021-0611500,2021-12-08,2021,12,8,20,10,-58.506553564999,-34.628380269514,AVENIDA,SD,SD,0
LC-2021-0611500,2021-12-08,2021,12,8,20,10,-58.506553564999,-34.628380269514,AVENIDA,SD,SD,0
LC-2021-0612103,2021-12-09,2021,12,9,8,10,-58.505355414857,-34.629020480494,AVENIDA,SD,MOTO,0
LC-2021-0612956,2021-12-09,2021,12,9,13,10,-58.511163128137,-34.620294719561,CALLE,SD,SD,0
LC-2021-0615249,2021-12-10,2021,12,10,14,10,-58.495405685210,-34.629100759581,AVENIDA,AUTO,SD,0
LC-2021-0615249,2021-12-10,2021,12,10,14,10,-58.495405685210,-34.629100759581,AVENIDA,AUTO,SD,0
LC-2021-0617331,2021-12-11,2021,12,11,22,10,-58.489446445906,-34.633796104296,AVENIDA,TAXI,MOTO,0
LC-2021-0617331,2021-12-11,2021,12,11,22,10,-58.489446445906,-34.633796104296,AVENIDA,TAXI,MOTO,0
LC-2021-0617596,2021-12-12,2021,12,12,5,10,-58.494228814328,-34.629421022968,AVENIDA,AUTO,AUTO,0
LC-2021-0617596,2021-12-12,2021,12,12,5,10,-58.494228814328,-34.629421022968,AVENIDA,AUTO,AUTO,0
LC-2021-0625757,2021-12-16,2021,12,16,8,10,-58.478741247699,-34.628268083038,AVENIDA,SD,SD,0
LC-2021-0626053,2021-12-16,2021,12,16,12,10,-58.477649714965,-34.628475570623,CALLE,SD,SD,0
LC-2021-0627597,2021-12-17,2021,12,17,6,10,-58.509846752586,-34.619216905959,CALLE,SD,SD,0
LC-2021-0627597,2021-12-17,2021,12,17,6,10,-58.509846752586,-34.619216905959,CALLE,SD,SD,0
LC-2021-0627597,2021-12-17,2021,12,17,6,10,-58.509846752586,-34.619216905959,CALLE,SD,SD,0
LC-2021-0628062,2021-12-17,2021,12,17,9,10,-58.496950111802,-34.627889837264,AVENIDA,SD,SD,0
LC-2021-0633751,2021-12-20,2021,12,20,18,10,-58.497588885721,-34.625186671590,CALLE,SD,SD,0
LC-2021-0633983,2021-12-20,2021,12,20,19,10,-58.498199636462,-34.621369834208,CALLE,SD,SD,0
LC-2021-0636218,2021-12-21,2021,12,21,18,10,-58.514814367332,-34.621847264956,CALLE,SD,SD,0
LC-2021-0640189,2021-12-23,2021,12,23,15,10,-58.491094661859,-34.627010175647,AVENIDA,SD,SD,0
LC-2021-0649700,2021-12-29,2021,12,29,18,10,-58.498293836625,-34.619707815283,CALLE,SD,SD,0
LC-2021-0651517,2021-12-30,2021,12,30,17,10,-58.488908883051,-34.634217138014,AVENIDA,SD,SD,0
LC-2021-0651517,2021-12-30,2021,12,30,17,10,-58.488908883051,-34.634217138014,AVENIDA,SD,SD,0
LC-2021-0166952,2021-04-10,2021,4,10,18,11,-58.474567391364,-34.617790459170,CALLE,SD,SD,0
LC-2021-0316471,2021-07-05,2021,7,5,18,11,-58.494149790301,-34.613853220352,AVENIDA,MOTO,PEATON,0
LC-2021-0316471,2021-07-05,2021,7,5,18,11,-58.494149790301,-34.613853220352,AVENIDA,MOTO,PEATON,0
LC-2021-0330700,2021-07-14,2021,7,14,6,11,-58.477719887818,-34.609621788059,CALLE,SD,CICLISTA,0
LC-2021-0337996,2021-07-18,2021,7,18,0,SD,SD,SD,SD,TRANSPORTE PUBLICO,MOTO,0
LC-2021-0403149,2021-08-14,2021,8,14,13,11,-58.474189447735,-34.620496724202,AVENIDA,SD,SD,0
LC-2021-0432090,2021-08-31,2021,8,31,15,11,-58.486472490520,-34.609614656198,CALLE,SD,SD,0
LC-2021-0482949,2021-09-29,2021,9,29,7,11,-58.486187371993,-34.60574599289,AVENIDA,SD,SD,0
LC-2021-0489688,2021-10-01,2021,10,1,18,11,-58.459654036987,-34.605303501083,AVENIDA,AUTO,CICLISTA,0
LC-2021-0492205,2021-10-04,2021,10,4,8,11,-58.460371132883,-34.614037572345,AVENIDA,AUTO,MOTO,0
LC-2021-0496808,2021-10-06,2021,10,6,10,11,-58.473125416601,-34.612735799658,CALLE,SD,SD,0
LC-2021-0497246,2021-10-06,2021,10,6,13,11,-58.476962137059,-34.617341802168,AVENIDA,SD,SD,0
LC-2021-0497276,2021-10-06,2021,10,6,15,11,-58.477450412486,-34.621269912970,CALLE,SD,SD,0
LC-2021-0498993,2021-10-07,2021,10,7,12,11,-58.479371482617,-34.602914008008,CALLE,SD,SD,0
LC-2021-0499157,2021-10-07,2021,10,7,12,11,-58.469004022453,-34.611897513522,AVENIDA,SD,SD,0
LC-2021-0500837,2021-10-08,2021,10,8,16,11,-58.471665251305,-34.606300396020,CALLE,SD,SD,0
LC-2021-0514784,2021-10-17,2021,10,17,17,11,-58.482425316216,-34.623119017220,AVENIDA,SD,SD,0
LC-2021-0518242,2021-10-19,2021,10,19,13,11,-58.481696346574,-34.620114762128,CALLE,SD,SD,0
LC-2021-0519247,2021-10-19,2021,10,19,20,11,-58.479483078744,-34.616312473541,CALLE,SD,SD,0
LC-2021-0523530,2021-10-21,2021,10,21,21,11,-58.464466123907,-34.615761088823,AVENIDA,SD,SD,0
LC-2021-0528587,2021-10-23,2021,10,23,19,11,-58.465195695286,-34.609168701368,AVENIDA,SD,SD,0
LC-2021-0529475,2021-10-24,2021,10,24,18,11,-58.486363585116,-34.607577042458,CALLE,SD,SD,0
LC-2021-0530225,2021-10-25,2021,10,25,10,11,-58.491156829638,-34.615470093325,CALLE,SD,CICLISTA,0
LC-2021-0533245,2021-10-26,2021,10,26,15,11,-58.474074789642,-34.620224762323,AVENIDA,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,0
LC-2021-0537183,2021-10-28,2021,10,28,12,11,-58.487932315082,-34.618040749362,CALLE,SD,SD,0
LC-2021-0568478,2021-11-13,2021,11,13,0,11,-58.474058375050,-34.616092384876,AVENIDA,SD,CICLISTA,0
LC-2021-0569635,2021-11-14,2021,11,14,22,11,-58.466561114522,-34.61061605241,CALLE,TRANSPORTE PUBLICO,CICLISTA,0
LC-2021-0577572,2021-11-18,2021,11,18,18,11,-58.460513469101,-34.605885363235,AVENIDA,MOVIL,MOTO,0
LC-2021-0592442,2021-11-27,2021,11,27,23,11,-58.491560791899,-34.617588126082,CALLE,AUTO,MOTO,0
LC-2021-0592645,2021-11-28,2021,11,28,6,11,-58.474058375050,-34.616092384876,CALLE,SD,MIXTO,0
LC-2021-0598661,2021-12-01,2021,12,1,13,11,-58.475405868014,-34.619296741741,AVENIDA,MOTO,PEATON,0
LC-2021-0598661,2021-12-01,2021,12,1,13,11,-58.475405868014,-34.619296741741,AVENIDA,MOTO,PEATON,0
LC-2021-0599290,2021-12-01,2021,12,1,18,11,-58.484375414081,-34.622104704787,CALLE,AUTO,MOTO,0
LC-2021-0612878,2021-12-09,2021,12,9,12,11,-58.484706153859,-34.620612587032,CALLE,SD,SD,0
LC-2021-0621874,2021-12-14,2021,12,14,13,11,-58.482978680604,-34.609458647847,AVENIDA,SD,SD,0
LC-2021-0624536,2021-12-15,2021,12,15,15,11,-58.488509452621,-34.608538060639,CALLE,SD,SD,0
LC-2021-0628975,2021-12-17,2021,12,17,15,11,-58.465525401223,-34.605024657923,CALLE,SD,SD,0
LC-2021-0631003,2021-12-19,2021,12,19,0,SD,SD,SD,SD,CAMION,AUTO,0
LC-2021-0631524,2021-12-19,2021,12,19,13,SD,SD,SD,SD,SD,SD,0
LC-2021-0631524,2021-12-19,2021,12,19,13,SD,SD,SD,SD,SD,SD,0
LC-2021-0631524,2021-12-19,2021,12,19,13,SD,SD,SD,SD,SD,SD,0
LC-2021-0631524,2021-12-19,2021,12,19,13,SD,SD,SD,SD,SD,SD,0
LC-2021-0632861,2021-12-20,2021,12,20,11,11,-58.478661596892,-34.614551013294,AVENIDA,SD,SD,0
LC-2021-0634992,2021-12-21,2021,12,21,9,11,-58.482605435108,-34.623514752826,AVENIDA,SD,MOTO,0
LC-2021-0639844,2021-12-23,2021,12,23,12,11,-58.475276207888,-34.606953115874,CALLE,SD,SD,0
LC-2021-0646299,2021-12-28,2021,12,28,8,11,-58.474058375050,-34.616092384876,AVENIDA,SD,SD,0
LC-2021-0646299,2021-12-28,2021,12,28,8,11,-58.474058375050,-34.616092384876,AVENIDA,SD,SD,0
LC-2021-0652681,2021-12-31,2021,12,31,14,11,-58.486183621588,-34.621876700218,CALLE,SD,SD,0
LC-2021-0002055,2021-01-03,2021,1,3,9,12,-58.505208869267,-34.562447385893,CALLE,AUTO,MOTO,0
LC-2021-0004613,2021-01-04,2021,1,4,19,12,-58.493058262960,-34.554203820755,AVENIDA,SD,MOTO,0
LC-2021-0014746,2021-01-11,2021,1,11,13,12,-58.493326,-34.54837,SD,SD,SD,0
LC-2021-0014746,2021-01-11,2021,1,11,13,12,-58.493326,-34.54837,SD,SD,SD,0
LC-2021-0015762,2021-01-12,2021,1,12,8,12,-58.489086012946,-34.561738628065,CALLE,AUTO,MOTO,0
LC-2021-0015762,2021-01-12,2021,1,12,8,12,-58.489086012946,-34.561738628065,CALLE,AUTO,MOTO,0
LC-2021-0019379,2021-12-14,2021,12,14,0,SD,SD,SD,SD,PEATON,CICLISTA,0
LC-2021-0028125,2021-01-19,2021,1,19,23,12,-58.493326,-34.54837,SD,AUTO,MOTO,0
LC-2021-0028138,2021-01-19,2021,1,19,0,SD,SD,SD,SD,OBJETO FIJO,AUTO,0
LC-2021-0028940,2021-01-20,2021,1,20,12,12,-58.500738109269,-34.549795102200,GRAL PAZ,CAMIONETA,MOTO,0
LC-2021-0029025,2021-01-20,2021,1,20,12,12,-58.489709289621,-34.545432615088,GRAL PAZ,AUTO,MOTO,0
LC-2021-0033991,2021-01-23,2021,1,23,14,12,-58.505982565947,-34.563799805439,GRAL PAZ,MOTO,MOTO,0
LC-2021-0035547,2021-01-25,2021,1,25,7,12,-58.497952945693,-34.553754221866,AVENIDA,AUTO,PEATON,0
LC-2021-0040362,2021-01-27,2021,1,27,0,SD,SD,SD,SD,OBJETO FIJO,CAMION,0
LC-2021-0045648,2021-02-01,2021,2,1,4,12,-58.497810742699,-34.549235695212,GRAL PAZ,SD,SD,0
LC-2021-0045648,2021-02-01,2021,2,1,4,12,-58.497810742699,-34.549235695212,GRAL PAZ,SD,SD,0
LC-2021-0052196,2021-02-11,2021,2,11,0,SD,SD,SD,SD,CAMIONETA,MOTO,0
LC-2021-0064970,2021-02-12,2021,2,12,15,12,-58.500738109269,-34.549795102200,GRAL PAZ,AUTO,MOTO,0
LC-2021-0067662,2021-02-14,2021,2,14,19,12,-58.486715357861,-34.543212165100,GRAL PAZ,AUTO,MOTO,0
LC-2021-0067662,2021-02-14,2021,2,14,19,12,-58.486715357861,-34.543212165100,GRAL PAZ,AUTO,MOTO,0
LC-2021-0073817,2021-02-18,2021,2,18,19,12,-58.509930461176,-34.56919739421,GRAL PAZ,SD,MOTO,0
LC-2021-0075460,2021-02-19,2021,2,19,16,SD,SD,SD,SD,AUTO,AUTO,0
LC-2021-0075707,2021-02-19,2021,2,19,0,SD,SD,SD,SD,AUTO,MOTO,0
LC-2021-0077085,2021-02-20,2021,2,20,0,SD,SD,SD,SD,AUTO,AUTO,0
LC-2021-0085556,2021-02-25,2021,2,25,15,12,-58.481129208599,-34.544874164619,CALLE,AUTO,MOTO,0
LC-2021-0088139,2021-02-26,2021,2,26,21,12,-58.477609618341,-34.545821354050,CALLE,AUTO,MOTO,0
LC-2021-0090060,2021-02-28,2021,2,28,12,12,-58.498057974975,-34.552665424236,AVENIDA,AUTO,CICLISTA,0
LC-2021-0092256,2021-03-01,2021,3,1,15,SD,SD,SD,SD,MOTO,AUTO,0
LC-2021-0110376,2021-03-11,2021,3,11,8,SD,SD,SD,SD,AUTO,CICLISTA,0
LC-2021-0112538,2021-03-12,2021,3,12,8,12,-58.500738109269,-34.549795102200,GRAL PAZ,AUTO,MOTO,0
LC-2021-0113936,2021-03-12,2021,3,12,18,SD,SD,SD,SD,OBJETO FIJO,MOTO,0
LC-2021-0124259,2021-03-18,2021,3,18,13,12,-58.502911765987,-34.564753299775,CALLE,SD,CICLISTA,0
LC-2021-0124464,2021-03-18,2021,3,18,15,12,-58.470066974168,-34.546956033862,CALLE,CAMIONETA,MOTO,0
LC-2021-0128669,2021-03-21,2021,3,21,9,12,-58.486715357861,-34.543212165100,CALLE,OBJETO FIJO,AUTO,0
LC-2021-0132949,2021-03-23,2021,3,23,17,12,-58.485957586936,-34.54737810648,AVENIDA,CAMION,MOTO,0
LC-2021-0139369,2021-03-27,2021,3,27,11,12,-58.489350413223,-34.549176735513,CALLE,AUTO,MOTO,0
LC-2021-0140938,2021-03-28,2021,3,28,20,12,-58.485957586936,-34.54737810648,AVENIDA,SD,MOTO,0
LC-2021-0142582,2021-03-29,2021,3,29,15,12,-58.500738109269,-34.549795102200,GRAL PAZ,CAMIONETA,MOTO,0
LC-2021-0142582,2021-03-29,2021,3,29,15,12,-58.500738109269,-34.549795102200,GRAL PAZ,CAMIONETA,MOTO,0
LC-2021-0144107,2021-03-30,2021,3,30,13,12,-58.480985943801,-34.540731307118,GRAL PAZ,CAMIONETA,MOTO,0
LC-2021-0151373,2021-04-04,2021,4,4,12,12,-58.480992336662,-34.556051491682,AVENIDA,CAMIONETA,CICLISTA,0
LC-2021-0151373,2021-04-04,2021,4,4,12,12,-58.480992336662,-34.556051491682,AVENIDA,CAMIONETA,CICLISTA,0
LC-2021-0165017,2021-04-09,2021,4,9,13,12,-58.484746655995,-34.543530310208,CALLE,CAMIONETA,MOTO,0
LC-2021-0165939,2021-04-09,2021,4,9,21,12,-58.473244603782,-34.551082882635,CALLE,SD,SD,0
LC-2021-0166451,2021-04-10,2021,4,10,10,12,-58.477303144821,-34.540742165776,CALLE,AUTO,AUTO,0
LC-2021-0167118,2021-04-10,2021,4,10,22,12,-58.475413964311,-34.540122035228,AVENIDA,SD,MOTO,0
LC-2021-0170045,2021-04-13,2021,4,13,5,12,-58.487373241361,-34.545116774571,CALLE,CAMION,TRANSPORTE PUBLICO,0
LC-2021-0170045,2021-04-13,2021,4,13,5,12,-58.487373241361,-34.545116774571,CALLE,CAMION,TRANSPORTE PUBLICO,0
LC-2021-0173179,2021-04-14,2021,4,14,17,12,-58.480306423001,-34.541739978647,CALLE,AUTO,AUTO,0
LC-2021-0173904,2021-04-15,2021,4,15,7,12,-58.488049845138,-34.555929346752,CALLE,CAMIONETA,MOTO,0
LC-2021-0173904,2021-04-15,2021,4,15,7,12,-58.488049845138,-34.555929346752,CALLE,CAMIONETA,MOTO,0
LC-2021-0182928,2021-04-20,2021,4,20,18,12,-58.488359472167,-34.554948838643,AVENIDA,AUTO,MOTO,0
LC-2021-0185681,2021-04-22,2021,4,22,12,12,-58.485763761396,-34.547294515420,CALLE,AUTO,SD,0
LC-2021-0189928,2021-04-25,2021,4,25,8,12,-58.498712560245,-34.549746082955,GRAL PAZ,AUTO,MOTO,0
LC-2021-0191443,2021-04-26,2021,4,26,12,12,-58.471080400753,-34.548754517689,AVENIDA,CAMION,MOTO,0
LC-2021-0197735,2021-04-29,2021,4,29,19,12,-58.499138864476,-34.564763268707,AVENIDA,CICLISTA,PEATON,0
LC-2021-0197735,2021-04-29,2021,4,29,19,12,-58.499138864476,-34.564763268707,AVENIDA,CICLISTA,PEATON,0
LC-2021-0197801,2021-04-29,2021,4,29,20,12,-58.477855281398,-34.554314471769,AVENIDA,MOTO,MOTO,0
LC-2021-0210297,2021-05-07,2021,5,7,19,12,-58.486715357861,-34.543212165100,GRAL PAZ,SD,SD,0
LC-2021-0227471,2021-05-19,2021,5,19,0,SD,SD,SD,SD,AUTO,CICLISTA,0
LC-2021-0227765,2021-05-19,2021,5,19,0,SD,SD,SD,SD,AUTO,PEATON,0
LC-2021-0251078,2021-06-05,2021,6,5,13,12,-58.494464343891,-34.553993678669,CALLE,AUTO,MOTO,0
LC-2021-0251160,2021-06-05,2021,6,5,13,12,-58.500738109269,-34.549795102200,GRAL PAZ,AUTO,CAMION,0
LC-2021-0251160,2021-06-05,2021,6,5,13,12,-58.500738109269,-34.549795102200,GRAL PAZ,AUTO,CAMION,0
LC-2021-0253403,2021-06-07,2021,6,7,15,12,-58.500738109269,-34.549795102200,GRAL PAZ,CAMIONETA,AUTO,0
LC-2021-0254382,2021-06-08,2021,6,8,8,12,-58.480985943801,-34.540731307118,GRAL PAZ,AUTO,MOTO,0
LC-2021-0255228,2021-06-08,2021,6,8,15,12,-58.479394115873,-34.547158898075,CALLE,SD,CICLISTA,0
LC-2021-0259260,2021-06-10,2021,6,10,18,12,-58.500738109269,-34.549795102200,GRAL PAZ,CAMION,AUTO,0
LC-2021-0264837,2021-06-14,2021,6,14,12,12,-58.472570824624,-34.548870843132,AVENIDA,SD,SD,0
LC-2021-0267101,2021-06-15,2021,6,15,16,12,-58.490008701366,-34.549521812799,CALLE,AUTO,MOTO,0
LC-2021-0267101,2021-06-15,2021,6,15,16,12,-58.490008701366,-34.549521812799,CALLE,AUTO,MOTO,0
LC-2021-0267280,2021-06-15,2021,6,15,20,12,-58.501436995635,-34.565872102957,AVENIDA,AUTO,CICLISTA,0
LC-2021-0285194,2021-06-22,2021,6,22,16,12,-58.500738109269,-34.549795102200,GRAL PAZ,TAXI,MOTO,0
LC-2021-0297602,2021-06-25,2021,6,25,6,12,-58.485996975863,-34.550440911487,AVENIDA,SD,MOTO,0
LC-2021-0300778,2021-06-25,2021,6,25,15,12,-58.493114862815,-34.554642145265,AVENIDA,AUTO,PEATON,0
LC-2021-0301538,2021-06-26,2021,6,26,7,12,-58.495679493236,-34.555300606022,CALLE,CAMIONETA,MOTO,0
LC-2021-0307984,2021-06-30,2021,6,30,12,12,-58.475558280566,-34.550314421106,CALLE,CAMION,MOTO,0
LC-2021-0308407,2021-06-30,2021,6,30,16,12,-58.486085388374,-34.558507885967,AVENIDA,SD,MOTO,0
LC-2021-0313221,2021-07-03,2021,7,3,13,12,-58.500738109269,-34.549795102200,GRAL PAZ,AUTO,AUTO,0
LC-2021-0315100,2021-07-05,2021,7,5,9,12,-58.490260203109,-34.552753851896,CALLE,CAMIONETA,MOTO,0
LC-2021-0318041,2021-07-06,2021,7,6,13,12,-58.483849690436,-34.554868552354,CALLE,AUTO,MOTO,0
LC-2021-0318041,2021-07-06,2021,7,6,13,12,-58.483849690436,-34.554868552354,CALLE,AUTO,MOTO,0
LC-2021-0323628,2021-07-09,2021,7,9,15,12,-58.473429612818,-34.550493984708,CALLE,AUTO,MOTO,0
LC-2021-0323948,2021-07-09,2021,7,9,15,12,-58.482507907882,-34.549018076717,CALLE,OBJETO FIJO,MOTO,0
